4.122312949338948762e+00,3.692307692307692513e+00,9.238578680203045623e-01,4.648648648648648907e-01
4.950718673547850557e+00,4.534928199044809816e+00,5.614035087719297934e-01,4.571428571428571425e-02
4.440720662234903138e+00,4.086733278413076320e+00,5.412371134020618202e-01,1.117021276595744628e-01
3.948193928129373198e+00,4.454545454545454142e+00,5.682819383259911650e-01,8.376963350785340823e-02
3.712967434226976504e+00,4.167499916683328642e+00,5.874439461883408375e-01,1.116504854368932098e-01
4.014332430786576644e+00,4.545454545454545858e+00,6.576086956521739468e-01,1.451612903225806550e-01
4.300268327942768032e+00,4.167499916683328642e+00,6.428571428571429047e-01,1.503267973856209083e-01
4.095152044829382554e+00,4.545454545454545858e+00,8.538011695906432275e-01,2.532467532467532201e-01
4.027681991198190481e+00,4.084183584947615131e+00,7.456140350877192846e-01,3.190184049079754502e-01
3.862521863304940517e+00,3.846923000015380456e+00,8.578199052132701175e-01,3.157894736842105088e-01
3.787719737420992772e+00,4.167499916683328642e+00,8.585365853658536439e-01,3.197674418604651292e-01
4.107223033358626374e+00,4.169998667732268238e+00,8.222222222222221877e-01,3.431372549019607865e-01
3.734142501929873958e+00,3.926092355438413950e+00,7.747035573122529328e-01,3.730769230769230838e-01
3.795325332830174148e+00,4.321557828950750135e+00,6.529850746268657247e-01,2.936507936507936622e-01
3.807886552931953883e+00,3.988955340171453035e+00,7.468354430379746667e-01,2.851851851851852082e-01
3.968980850138237315e+00,3.791774125710570598e+00,5.647840531561462152e-01,1.690140845070422504e-01
3.821876708246055632e+00,3.711007087578911623e+00,5.501730103806228289e-01,1.090909090909090856e-01
3.849780415628262009e+00,4.000000000000000000e+00,6.832061068702289797e-01,1.833333333333333204e-01
3.924872517350932899e+00,4.011816864740091582e+00,7.160493827160493430e-01,2.181818181818181712e-01
3.734142501929873958e+00,3.788408744621748259e+00,6.964980544747081392e-01,2.203389830508474534e-01
4.176025525447514930e+00,4.079824801900344688e+00,6.897959183673469941e-01,2.869198312236286852e-01
3.807886552931953883e+00,4.319163392810360769e+00,7.570093457943924964e-01,4.418604651162790775e-01
3.951293049497313525e+00,3.991166717227668137e+00,9.042145593869731490e-01,4.803149606299212393e-01
3.895402072106393554e+00,3.649154221269943044e+00,8.593155893536121859e-01,4.510638297872340274e-01
3.955511018279475710e+00,4.079824801900344688e+00,8.021582733812949728e-01,3.791666666666666519e-01
3.937370972287270732e+00,3.991166717227668137e+00,5.959183673469388154e-01,1.067961165048543631e-01
4.081103454386497909e+00,4.238574906897283334e+00,6.133333333333332860e-01,1.391752577319587680e-01
3.661966684720110887e+00,4.079824801900344688e+00,6.107382550335570537e-01,1.832669322709163384e-01
4.173523769381788817e+00,4.238574906897283334e+00,6.837606837606837740e-01,1.617647058823529493e-01
3.869355257967346695e+00,3.926092355438413950e+00,8.345588235294117974e-01,4.748603351955307250e-01
4.013864859597432222e+00,4.167499916683328642e+00,8.421052631578946901e-01,4.859813084112149517e-01
4.107223033358626374e+00,4.257346591481600662e+00,7.711442786069652167e-01,2.254335260115606920e-01
3.881676922457236056e+00,4.253266718391615520e+00,6.479400749063670695e-01,1.853932584269663009e-01
4.456007181322759081e+00,4.625304597856320754e+00,6.271186440677966045e-01,1.275510204081632681e-01
4.162249911324923168e+00,4.625304597856320754e+00,6.355932203389830226e-01,2.242990654205607448e-01
4.013864859597432222e+00,4.238574906897283334e+00,7.107438016528925262e-01,3.316582914572864249e-01
3.807886552931953883e+00,4.340538881035139518e+00,7.516556291390728006e-01,4.339622641509434109e-01
3.955511018279475710e+00,3.991166717227668137e+00,7.968253968253967701e-01,4.838709677419354982e-01
3.924872517350932899e+00,4.325545610392544482e+00,8.169014084507042472e-01,4.786324786324786529e-01
4.176025525447514930e+00,4.644378099798109893e+00,7.973568281938325786e-01,3.005464480874316946e-01
4.150056984304309360e+00,4.253266718391615520e+00,7.946428571428570953e-01,2.275132275132275006e-01
4.150056984304309360e+00,4.336537277085896314e+00,7.596153846153845812e-01,2.590673575129533446e-01
4.570934545905335433e+00,4.735133324765606666e+00,7.222222222222222099e-01,2.433862433862433727e-01
4.162249911324923168e+00,4.340538881035139518e+00,7.500000000000000000e-01,3.511111111111110961e-01
4.173523769381788817e+00,4.336537277085896314e+00,8.249027237354085162e-01,4.642857142857143016e-01
3.795325332830174148e+00,4.321557828950750135e+00,8.608058608058608563e-01,4.799999999999999822e-01
4.162249911324923168e+00,4.735133324765606666e+00,7.354260089686098789e-01,3.856209150326797563e-01
4.243436903826514950e+00,4.644378099798109893e+00,5.550458715596330306e-01,1.490683229813664634e-01
4.162249911324923168e+00,4.735133324765606666e+00,5.701357466063348145e-01,1.614906832298136641e-01
