4.515750214526928374e+00,4.639927329154489577e+00,6.250000000000000000e-01,8.275862068965517127e-02
4.427188724235731065e+00,4.553629013224798072e+00,6.327683615819209573e-01,1.499999999999999944e-01
4.617358552246078496e+00,4.825894341813453003e+00,8.736842105263158409e-01,3.269230769230769273e-01
4.093674380631723508e+00,4.639927329154489577e+00,8.043478260869565410e-01,4.491017964071856161e-01
4.162249911324923168e+00,4.644378099798109893e+00,7.866108786610879200e-01,4.285714285714285476e-01
4.162249911324923168e+00,4.715687109852899184e+00,6.857142857142857206e-01,1.975308641975308532e-01
4.162249911324923168e+00,4.321557828950750135e+00,6.243902439024390238e-01,1.582278481012658333e-01
4.068667356033675020e+00,4.242640687119284770e+00,5.918367346938775420e-01,1.286549707602339110e-01
4.231477922121939628e+00,4.346134936801766102e+00,5.954545454545454586e-01,1.758241758241758379e-01
4.428057396612233632e+00,4.639927329154489577e+00,8.341968911917098106e-01,3.636363636363636465e-01
3.795325332830174148e+00,4.174159928789397789e+00,7.676348547717842807e-01,4.131736526946107602e-01
4.243436903826514950e+00,4.644378099798109893e+00,7.400881057268722252e-01,2.989130434782608647e-01
4.081103454386497909e+00,4.735133324765606666e+00,6.989247311827957443e-01,2.282608695652173780e-01
4.604345773288534893e+00,4.715687109852899184e+00,6.084656084656084873e-01,1.069182389937106958e-01
4.604345773288534893e+00,4.711339651465961786e+00,6.294416243654822329e-01,1.265060240963855331e-01
4.529017553509811833e+00,4.735133324765606666e+00,8.380952380952381153e-01,3.453608247422680355e-01
4.162249911324923168e+00,4.174159928789397789e+00,8.059071729957806296e-01,4.193548387096774355e-01
4.186814035123352262e+00,4.257346591481600662e+00,8.016877637130801482e-01,3.762886597938144284e-01
4.176025525447514930e+00,4.006651274801667384e+00,8.634361233480176701e-01,4.485981308411214896e-01
4.256949802572450814e+00,3.994849625381631686e+00,8.529411764705882026e-01,3.750000000000000000e-01
4.243436903826514950e+00,4.340538881035139518e+00,7.130044843049326841e-01,2.897196261682242757e-01
4.243436903826514950e+00,4.248326242424063537e+00,7.309417040358744400e-01,2.648648648648648796e-01
4.705741174352877643e+00,4.423736479995665327e+00,8.534031413612565009e-01,2.500000000000000000e-01
4.243436903826514950e+00,4.625304597856320754e+00,7.368421052631578538e-01,4.120603015075376963e-01
4.000000000000000000e+00,4.083449058457537362e+00,7.799352750809060986e-01,4.705882352941176405e-01
4.243436903826514950e+00,4.253266718391615520e+00,8.403041825095056705e-01,4.657534246575342207e-01
3.869355257967346695e+00,4.325545610392544482e+00,7.859649122807017552e-01,4.233870967741935609e-01
4.243436903826514950e+00,4.429227421972770529e+00,8.159999999999999476e-01,3.973214285714285476e-01
4.529017553509811833e+00,4.735133324765606666e+00,8.649999999999999911e-01,3.137254901960784270e-01
4.081103454386497909e+00,4.721766826857623833e+00,7.154811715481171897e-01,2.039800995024875496e-01
4.093674380631723508e+00,4.625304597856320754e+00,8.321167883211678662e-01,5.183486238532110102e-01
4.253410780535293867e+00,4.340538881035139518e+00,8.122866894197952048e-01,4.954954954954954860e-01
4.107223033358626374e+00,4.325545610392544482e+00,8.870967741935483764e-01,5.019920318725099584e-01
3.924872517350932899e+00,4.423736479995665327e+00,8.483754512635378608e-01,4.816513761467889898e-01
4.231477922121939628e+00,4.340538881035139518e+00,5.956521739130434812e-01,1.146788990825688137e-01
4.162249911324923168e+00,4.338281878252312929e+00,5.632183908045976795e-01,1.867219917012448160e-01
4.205087231044043250e+00,4.338281878252312929e+00,5.892116182572614269e-01,2.209302325581395388e-01
3.849780415628262009e+00,4.735133324765606666e+00,8.150943396226415505e-01,3.913043478260869734e-01
3.862521863304940517e+00,4.000000000000000000e+00,7.861842105263158187e-01,4.726562500000000000e-01
3.924872517350932899e+00,4.076474832354975320e+00,8.171641791044775838e-01,4.023904382470119279e-01
3.849780415628262009e+00,4.729572122192069017e+00,5.424354243542435228e-01,5.076142131979695382e-02
4.173523769381788817e+00,4.018448580495070033e+00,4.863813229571984365e-01,8.154506437768239968e-02
3.924872517350932899e+00,4.076474832354975320e+00,4.889705882352941013e-01,8.333333333333332871e-02
4.287109789220190592e+00,4.413927799668868168e+00,5.541666666666666963e-01,5.454545454545454281e-02
4.162249911324923168e+00,4.257346591481600662e+00,5.990990990990990861e-01,9.756097560975610095e-02
4.186814035123352262e+00,4.011816864740091582e+00,8.495575221238937935e-01,4.055299539170507117e-01
3.849780415628262009e+00,4.346134936801766102e+00,7.894736842105263275e-01,4.055299539170507117e-01
4.544007042248064288e+00,5.090274166398987887e+00,6.186046511627907307e-01,9.947643979057591013e-02
3.849780415628262009e+00,4.353319295536326017e+00,5.572519083969466047e-01,1.440329218106995990e-01
4.162249911324923168e+00,4.413927799668868168e+00,5.384615384615384359e-01,1.201716738197424889e-01
4.081103454386497909e+00,4.331122336029677555e+00,5.210084033613445742e-01,7.881773399014778414e-02
4.081103454386497909e+00,4.825894341813453003e+00,5.431034482758620996e-01,1.165919282511210797e-01
4.107223033358626374e+00,4.825894341813453003e+00,8.227272727272727515e-01,2.755102040816326259e-01
4.186814035123352262e+00,4.257346591481600662e+00,8.538461538461538103e-01,4.918032786885245811e-01
4.186814035123352262e+00,4.088517620282557274e+00,7.460317460317460458e-01,2.787610619469026441e-01
4.107223033358626374e+00,4.429227421972770529e+00,6.533864541832669071e-01,2.258064516129032195e-01
4.176025525447514930e+00,4.331122336029677555e+00,6.473029045643153845e-01,2.523809523809523725e-01
3.795325332830174148e+00,4.263051854142887898e+00,6.857142857142857206e-01,2.182741116751268917e-01
4.162249911324923168e+00,4.346134936801766102e+00,7.076271186440677985e-01,2.598039215686274717e-01
4.243436903826514950e+00,4.429227421972770529e+00,8.315018315018315453e-01,5.492227979274610927e-01
4.186814035123352262e+00,4.429227421972770529e+00,7.755775577557755263e-01,5.343137254901960675e-01
4.186814035123352262e+00,4.408455824732815387e+00,7.645051194539249639e-01,5.042735042735042583e-01
4.529017553509811833e+00,4.625304597856320754e+00,5.314285714285714723e-01,1.377245508982035960e-01
4.529017553509811833e+00,4.721766826857623833e+00,5.736842105263157965e-01,7.784431137724551197e-02
4.081103454386497909e+00,4.631502960393218515e+00,5.504201680672269337e-01,1.459459459459459540e-01
4.162249911324923168e+00,4.735133324765606666e+00,7.394366197183098732e-01,6.491228070175438791e-01
3.795325332830174148e+00,4.340538881035139518e+00,7.813504823151125045e-01,6.730769230769231282e-01
4.093674380631723508e+00,4.325545610392544482e+00,7.739726027397260122e-01,6.666666666666666297e-01
4.515750214526928374e+00,5.303772242470447651e+00,4.471544715447154372e-01,4.242424242424242542e-01
4.427188724235731065e+00,4.735133324765606666e+00,4.645161290322580849e-01,1.496598639455782309e-01
4.057858575186697792e+00,4.749075595130537231e+00,5.081081081081081363e-01,1.625615763546797987e-01
4.326661530556786595e+00,4.631502960393218515e+00,5.655172413793103647e-01,1.222222222222222182e-01
4.068667356033675020e+00,4.631502960393218515e+00,5.279187817258883531e-01,9.756097560975610095e-02
4.515750214526928374e+00,4.741238112874653687e+00,6.753246753246753276e-01,1.666666666666666574e-01
4.162249911324923168e+00,4.650602022701331606e+00,7.640000000000000124e-01,5.067567567567567988e-01
4.150056984304309360e+00,4.715687109852899184e+00,6.334841628959275717e-01,3.082706766917293062e-01
4.584364017246334910e+00,5.189479074946437898e+00,5.989304812834224112e-01,1.060606060606060635e-01
4.068667356033675020e+00,5.090274166398987887e+00,5.215053763440860024e-01,1.746987951807228989e-01
4.415427499121687305e+00,4.741238112874653687e+00,6.136363636363636465e-01,6.849315068493150305e-02
5.539217167548884824e+00,5.898315306660887103e+00,2.903225806451613100e-01,4.390243902439024404e-01
5.342394263865990922e+00,5.649303863870438036e+00,1.571428571428571397e-01,1.274509803921568540e-01
4.415427499121687305e+00,5.090274166398987887e+00,5.579710144927536586e-01,6.474820143884892076e-02
4.504220243282959224e+00,4.644378099798109893e+00,5.266666666666666163e-01,5.882352941176470507e-02
5.010879253293688329e+00,4.721766826857623833e+00,4.466019417475728392e-01,1.710526315789473728e-01
4.840732620966821109e+00,5.090274166398987887e+00,4.040404040404040331e-01,1.008403361344537841e-01
4.840732620966821109e+00,5.090274166398987887e+00,4.742268041237113207e-01,6.837606837606838295e-02
4.504220243282959224e+00,5.315072906367324990e+00,4.452054794520547976e-01,1.409395973154362325e-01
4.481290797651358737e+00,4.639460115566726550e+00,4.141414141414141437e-01,1.285714285714285587e-01
4.593038210161112467e+00,5.090274166398987887e+00,5.156250000000000000e-01,1.263157894736842146e-01
4.604345773288534893e+00,5.083461828165511065e+00,6.369426751592356384e-01,2.129629629629629650e-01
5.010879253293688329e+00,5.090274166398987887e+00,4.077669902912621214e-01,1.240310077519379828e-01
4.604345773288534893e+00,4.721766826857623833e+00,4.761904761904761640e-01,1.065088757396449731e-01
4.593038210161112467e+00,5.215361924162118967e+00,5.000000000000000000e-01,8.163265306122448328e-02
5.099019513592785380e+00,5.090274166398987887e+00,5.040650406504064707e-01,6.722689075630251809e-02
4.583448483401989293e+00,4.741238112874653687e+00,7.547169811320755262e-01,4.811320754716981174e-01
4.515750214526928374e+00,4.650602022701331606e+00,7.522522522522522292e-01,5.434782608695651884e-01
4.221086064932527471e+00,4.812040908483429469e+00,7.748917748917748538e-01,5.094339622641509413e-01
4.559263673654073479e+00,4.721766826857623833e+00,8.142857142857142794e-01,2.790697674418604612e-01
4.221086064932527471e+00,4.812040908483429469e+00,6.350710900473933718e-01,2.666666666666666630e-01
4.192768816048362268e+00,4.749075595130537231e+00,5.765306122448979886e-01,2.459893048128342363e-01
4.469385845512285904e+00,4.639460115566726550e+00,6.405228758169934089e-01,1.736526946107784519e-01
3.976281027645155230e+00,4.639460115566726550e+00,5.879120879120879328e-01,1.676300578034682076e-01
4.494441010848846396e+00,4.631502960393218515e+00,7.419354838709677491e-01,4.125874125874126053e-01
4.264528918479943975e+00,5.083461828165511065e+00,7.582938388625591886e-01,4.304635761589403753e-01
4.182063506501759953e+00,4.255625080712139408e+00,7.688679245283018826e-01,4.746835443037974445e-01
4.182063506501759953e+00,4.255625080712139408e+00,7.706422018348624281e-01,5.116279069767442067e-01
5.332475421194837750e+00,6.510808321552708833e+00,2.099999999999999922e-01,4.629629629629629650e-01
4.090358722992228913e+00,4.672472578838745783e+00,6.453488372093023617e-01,2.034883720930232565e-01
4.427188724235731065e+00,4.594599528531970734e+00,7.460317460317460458e-01,3.292682926829268442e-01
4.150056984304309360e+00,4.812040908483429469e+00,7.008547008547008073e-01,2.037037037037036924e-01
3.573466513254085708e+00,4.006651274801667384e+00,6.279069767441860517e-01,1.084337349397590383e-01
