userId,session,start,end,readWords,unknownWords,wpm,hours
jum2juGs6bL7zqv8vAjQ,0,1569207523,1569207541,125,4,64.16020073633194,0.04105555555555556
jum2juGs6bL7zqv8vAjQ,1,1569292869,1569294138,130,3,285.41033434650456,0.01311111111111111
jum2juGs6bL7zqv8vAjQ,2,1569380118,1569380119,125,0,224.54373192380572,0.010611111111111111
mzQZO80m21TM0C7gRcqb,0,1569258699,1569258699,104,0,119.54022988505747,0.0145
mzQZO80m21TM0C7gRcqb,1,1569310177,1569331934,735,0,219.95985197852588,0.06683333333333334
mzQZO80m21TM0C7gRcqb,2,1569447607,1569485688,4395,19,172.9951361887723,0.5724166666666668
mzQZO80m21TM0C7gRcqb,3,1569761484,1569764202,5851,8,296.68958961502386,0.54575
mzQZO80m21TM0C7gRcqb,4,1569843748,1569847586,3752,18,435.27144363866876,0.20980555555555552
mzQZO80m21TM0C7gRcqb,5,1569978358,1569980936,8145,26,304.9809270959236,0.5538055555555558
oOJoeHLCoQcEXuCSL1aV,0,1569025045,1569025045,82,0,863.1578947368421,0.0015833333333333333
oOJoeHLCoQcEXuCSL1aV,1,1569190917,1569194082,494,0,675.6958814644466,0.012805555555555554
oOJoeHLCoQcEXuCSL1aV,2,1569278346,1569278346,84,0,988.2352941176472,0.0014166666666666666
pvdmoG5grlq95LLXcGaz,0,1569112991,1569113028,135,0,791.0769230769231,0.002833333333333333
qtW5EhH8cUORCIwwOSiX,0,1569375886,1569376581,928,29,74.73046047604731,0.2094722222222222
qtW5EhH8cUORCIwwOSiX,1,1569625828,1569626395,764,71,71.21644631474925,0.18141666666666667
qtW5EhH8cUORCIwwOSiX,2,1570309765,1570310298,894,36,97.42063707743642,0.16030555555555556
qtW5EhH8cUORCIwwOSiX,3,1570666068,1570667244,1403,131,72.27610495314546,0.34236111111111117
qtW5EhH8cUORCIwwOSiX,4,1570744601,1570745439,978,77,68.84527094348378,0.24833333333333332
qtW5EhH8cUORCIwwOSiX,5,1571178293,1571179114,750,8,86.78613355098628,0.16519444444444442
qtW5EhH8cUORCIwwOSiX,6,1571363121,1571364414,685,48,73.65411402670755,0.23455555555555557
qtW5EhH8cUORCIwwOSiX,7,1572057450,1572058726,2230,63,70.95683686126839,94.18783333333332
qtW5EhH8cUORCIwwOSiX,8,1572105662,1572148791,1266,57,56.92119485579654,23.733111111111114
qtW5EhH8cUORCIwwOSiX,9,1572384441,1572386166,1734,90,66.95898647361577,0.4603055555555556
qtW5EhH8cUORCIwwOSiX,10,1572640483,1572641076,962,7,105.0142975641578,0.1748611111111111
qtW5EhH8cUORCIwwOSiX,11,1572813769,1572815012,1617,55,96.90887874763526,0.3177222222222222
sWdHOkCvabmBFdijPiBf,0,1570487610,1570488685,1288,38,179.84184934772378,0.2920833333333333
u9C0uSg83VGUJdRLKwM6,0,1569276851,1569276851,91,0,56.52173913043479,0.02683333333333333
xP0QeRM7qCAi1bOSAt1o,0,1569766655,1569767702,1766,64,106.91331827189055,0.3088055555555555
xP0QeRM7qCAi1bOSAt1o,1,1570872334,1570874046,2392,26,89.42305357962928,0.8011666666666669
xP0QeRM7qCAi1bOSAt1o,2,1571051789,1571052184,954,36,66.66267271427336,0.2617777777777778
xP0QeRM7qCAi1bOSAt1o,3,1572762258,1572775133,3227,30,179.4862137699162,0.7877222222222221
zdWiLjoIxRDrtMRNjOlk,0,1570352312,1570363684,10174,23,396.93537572649575,0.7233333333333334
