userId,word,count,signal,csignal,diff
0bHdAlU0BUXj4OLRPzTZ,onc,2,1,1,2.01315972222222
0bHdAlU0BUXj4OLRPzTZ,again,2,1,1,2.01275462962963
0bHdAlU0BUXj4OLRPzTZ,bent,2,1,1,2.01310185185185
0bHdAlU0BUXj4OLRPzTZ,togeth,2,1,1,2.01310185185185
0bHdAlU0BUXj4OLRPzTZ,consid,2,1,1,2.01350694444444
0bHdAlU0BUXj4OLRPzTZ,might,2,1,1,2.01310185185185
0bHdAlU0BUXj4OLRPzTZ,along,2,1,1,2.01420138888889
0bHdAlU0BUXj4OLRPzTZ,beauti,2,1,1,9.97769675925926
0bHdAlU0BUXj4OLRPzTZ,enough,2,1,1,9.97769675925926
0bHdAlU0BUXj4OLRPzTZ,littl,2,1,1,11.9924074074074
0bHdAlU0BUXj4OLRPzTZ,none,2,1,1,9.97965277777778
0bHdAlU0BUXj4OLRPzTZ,after,2,1,1,9.97954861111111
0bHdAlU0BUXj4OLRPzTZ,knew,2,1,1,11.99375
0bHdAlU0BUXj4OLRPzTZ,thing,2,1,1,9.97954861111111
0bHdAlU0BUXj4OLRPzTZ,stitch,2,1,1,9.97954861111111
0bHdAlU0BUXj4OLRPzTZ,usual,2,1,1,11.9945717592593
0bHdAlU0BUXj4OLRPzTZ,rest,2,1,1,9.98141203703704
0bHdAlU0BUXj4OLRPzTZ,household,2,1,1,11.9945717592593
0bHdAlU0BUXj4OLRPzTZ,sometim,2,1,1,11.9941666666667
0bHdAlU0BUXj4OLRPzTZ,let,2,1,1,9.98037037037037
0bHdAlU0BUXj4OLRPzTZ,thought,2,1,1,9.98230324074074
0bHdAlU0BUXj4OLRPzTZ,see,2,1,1,9.98230324074074
0bHdAlU0BUXj4OLRPzTZ,seam,2,1,1,9.98195601851852
0bHdAlU0BUXj4OLRPzTZ,ani,2,1,1,11.9950578703704
0bHdAlU0BUXj4OLRPzTZ,word,2,1,1,14.0839467592593
0bHdAlU0BUXj4OLRPzTZ,who,2,1,1,4.10164351851852
0bHdAlU0BUXj4OLRPzTZ,everyon,2,1,1,16.0971064814815
0bHdAlU0BUXj4OLRPzTZ,ceremoni,2,1,1,4.10520833333333
0bHdAlU0BUXj4OLRPzTZ,kept,2,1,1,4.10335648148148
0bHdAlU0BUXj4OLRPzTZ,final,2,1,1,4.105
0bHdAlU0BUXj4OLRPzTZ,until,2,1,1,4.10328703703704
0bHdAlU0BUXj4OLRPzTZ,lip,2,1,1,14.0845486111111
0bHdAlU0BUXj4OLRPzTZ,besid,2,1,1,14.0855902777778
0bHdAlU0BUXj4OLRPzTZ,done,2,1,1,4.10417824074074
0bHdAlU0BUXj4OLRPzTZ,mani,2,1,1,4.10328703703704
0bHdAlU0BUXj4OLRPzTZ,ever,2,1,1,4.10645833333333
0bHdAlU0BUXj4OLRPzTZ,speak,2,1,1,14.0861111111111
0bHdAlU0BUXj4OLRPzTZ,step,2,1,1,14.0861111111111
0bHdAlU0BUXj4OLRPzTZ,small,2,1,1,4.10380787037037
0bHdAlU0BUXj4OLRPzTZ,front,2,1,1,4.10737268518518
0bHdAlU0BUXj4OLRPzTZ,turn,2,1,1,4.10469907407407
0bHdAlU0BUXj4OLRPzTZ,ey,2,1,1,14.0857060185185
0bHdAlU0BUXj4OLRPzTZ,fine,2,1,1,4.10709490740741
0bHdAlU0BUXj4OLRPzTZ,part,2,1,1,4.10869212962963
0bHdAlU0BUXj4OLRPzTZ,arm,2,1,1,14.0870833333333
0bHdAlU0BUXj4OLRPzTZ,year,2,1,1,4.10512731481481
0bHdAlU0BUXj4OLRPzTZ,sever,2,1,1,14.0878240740741
0bHdAlU0BUXj4OLRPzTZ,befor,2,1,1,4.10608796296296
0bHdAlU0BUXj4OLRPzTZ,husband,2,1,1,4.10780092592593
0bHdAlU0BUXj4OLRPzTZ,help,2,1,1,4.10981481481481
0bHdAlU0BUXj4OLRPzTZ,also,2,1,1,14.0894675925926
0bHdAlU0BUXj4OLRPzTZ,think,2,1,1,4.10716435185185
1Rsz2bT8FXMEeBUBHuxl,befor,2,1,1,61.2431828703704
1Rsz2bT8FXMEeBUBHuxl,show,2,1,1,61.1677777777778
1Rsz2bT8FXMEeBUBHuxl,daughter,2,1,1,61.2262037037037
1Rsz2bT8FXMEeBUBHuxl,busi,2,1,1,61.1682291666667
1Rsz2bT8FXMEeBUBHuxl,themselv,2,1,1,61.2200115740741
1Rsz2bT8FXMEeBUBHuxl,lai,2,1,1,61.2200115740741
1Rsz2bT8FXMEeBUBHuxl,palac,2,1,1,4.02321759259259
1Rsz2bT8FXMEeBUBHuxl,can,2,1,1,65.2432291666667
1Rsz2bT8FXMEeBUBHuxl,why,2,1,0,65.2611574074074
1Rsz2bT8FXMEeBUBHuxl,realli,2,1,1,65.2612037037037
1Rsz2bT8FXMEeBUBHuxl,much,2,1,1,65.3198148148148
1Rsz2bT8FXMEeBUBHuxl,keep,2,1,1,65.2608912037037
1Rsz2bT8FXMEeBUBHuxl,listen,2,1,1,65.2612037037037
1Rsz2bT8FXMEeBUBHuxl,tire,2,1,1,4.10793981481481
1Rsz2bT8FXMEeBUBHuxl,attend,2,1,1,4.10748842592593
1Rsz2bT8FXMEeBUBHuxl,met,2,1,1,4.05570601851852
1Rsz2bT8FXMEeBUBHuxl,visit,2,1,1,65.2963541666667
1Rsz2bT8FXMEeBUBHuxl,few,2,1,1,65.2963541666667
1Rsz2bT8FXMEeBUBHuxl,month,2,1,1,65.2966666666667
1Rsz2bT8FXMEeBUBHuxl,gone,2,1,1,65.3656712962963
1Rsz2bT8FXMEeBUBHuxl,prepar,2,1,1,65.3550810185185
1Rsz2bT8FXMEeBUBHuxl,dozen,2,1,1,65.9546180555556
1Rsz2bT8FXMEeBUBHuxl,orderli,2,1,1,66.0133449074074
1Rsz2bT8FXMEeBUBHuxl,guard,2,1,1,0.711701388888889
1Rsz2bT8FXMEeBUBHuxl,beg,2,1,1,65.9550347222222
1Rsz2bT8FXMEeBUBHuxl,carefulli,2,1,1,0.694143518518519
1Rsz2bT8FXMEeBUBHuxl,everi,2,1,1,65.9550347222222
1Rsz2bT8FXMEeBUBHuxl,tipto,2,1,1,65.9553472222222
1Rsz2bT8FXMEeBUBHuxl,spring,2,1,1,65.9555092592593
1Rsz2bT8FXMEeBUBHuxl,steal,2,1,1,65.9558217592593
1Rsz2bT8FXMEeBUBHuxl,abl,2,1,1,0.697662037037037
1Rsz2bT8FXMEeBUBHuxl,interrupt,2,1,1,0.697662037037037
1Rsz2bT8FXMEeBUBHuxl,older,2,1,1,66.0175810185185
1Rsz2bT8FXMEeBUBHuxl,talk,2,1,1,0.697962962962963
1Rsz2bT8FXMEeBUBHuxl,fear,2,1,1,65.959537037037
1Rsz2bT8FXMEeBUBHuxl,voic,2,1,1,66.0179513888889
1Rsz2bT8FXMEeBUBHuxl,hide,2,1,1,0.683819444444444
1Rsz2bT8FXMEeBUBHuxl,call,2,1,1,4.79202546296296
1Rsz2bT8FXMEeBUBHuxl,slid,2,1,1,4.79202546296296
1Rsz2bT8FXMEeBUBHuxl,couldn,2,1,1,0.699074074074074
1Rsz2bT8FXMEeBUBHuxl,els,2,1,1,0.717048611111111
1Rsz2bT8FXMEeBUBHuxl,entrust,2,1,1,4.79265046296296
1Rsz2bT8FXMEeBUBHuxl,laid,2,1,1,65.9607986111111
1Rsz2bT8FXMEeBUBHuxl,beat,2,1,1,66.019537037037
1Rsz2bT8FXMEeBUBHuxl,less,2,1,1,0.685833333333333
1Rsz2bT8FXMEeBUBHuxl,bad,2,1,1,65.9615509259259
1Rsz2bT8FXMEeBUBHuxl,small,2,1,1,4.79332175925926
1Rsz2bT8FXMEeBUBHuxl,lost,2,1,1,66.020625
1Rsz2bT8FXMEeBUBHuxl,behavior,2,1,1,0.664976851851852
1Rsz2bT8FXMEeBUBHuxl,hear,2,1,1,66.0204282407407
1Rsz2bT8FXMEeBUBHuxl,drive,2,1,1,65.9619675925926
1Rsz2bT8FXMEeBUBHuxl,crazi,2,1,1,0.686296296296296
1Rsz2bT8FXMEeBUBHuxl,paus,2,1,1,4.79466435185185
1Rsz2bT8FXMEeBUBHuxl,feet,2,1,1,0.665405092592593
1Rsz2bT8FXMEeBUBHuxl,never,2,1,1,0.665960648148148
1Rsz2bT8FXMEeBUBHuxl,refus,2,1,1,0.665960648148148
1Rsz2bT8FXMEeBUBHuxl,silenc,2,1,1,65.9629976851852
1Rsz2bT8FXMEeBUBHuxl,respect,2,1,1,4.79579861111111
1Rsz2bT8FXMEeBUBHuxl,u,2,1,1,0.720347222222222
1Rsz2bT8FXMEeBUBHuxl,custom,2,1,1,4.79561342592593
1Rsz2bT8FXMEeBUBHuxl,nobl,2,1,1,4.79561342592593
1Rsz2bT8FXMEeBUBHuxl,protect,2,1,1,7.51326388888889
1Rsz2bT8FXMEeBUBHuxl,ag,2,1,1,73.4767939814815
1Rsz2bT8FXMEeBUBHuxl,outsid,2,1,1,8.18006944444445
1Rsz2bT8FXMEeBUBHuxl,beyond,2,1,1,73.5355208333333
1Rsz2bT8FXMEeBUBHuxl,occas,2,1,1,8.18006944444445
1Rsz2bT8FXMEeBUBHuxl,thread,2,1,1,8.20178240740741
1Rsz2bT8FXMEeBUBHuxl,wind,2,1,1,12.3092708333333
1Rsz2bT8FXMEeBUBHuxl,make,2,1,1,8.1809837962963
1Rsz2bT8FXMEeBUBHuxl,surround,2,1,1,7.51380787037037
1Rsz2bT8FXMEeBUBHuxl,cook,2,1,1,7.514375
1Rsz2bT8FXMEeBUBHuxl,find,2,1,1,7.51767361111111
1Rsz2bT8FXMEeBUBHuxl,direct,2,1,1,9.37168981481481
1Rsz2bT8FXMEeBUBHuxl,through,2,1,1,8.67072916666667
1Rsz2bT8FXMEeBUBHuxl,alon,2,1,1,8.67229166666667
1Rsz2bT8FXMEeBUBHuxl,hour,2,1,1,8.67162037037037
1Rsz2bT8FXMEeBUBHuxl,try,2,1,1,9.39071759259259
1Rsz2bT8FXMEeBUBHuxl,found,2,1,1,9.33690972222222
1Rsz2bT8FXMEeBUBHuxl,us,2,1,1,13.4665046296296
1Rsz2bT8FXMEeBUBHuxl,match,2,1,1,9.33761574074074
1Rsz2bT8FXMEeBUBHuxl,asid,2,1,1,8.67184027777778
1Rsz2bT8FXMEeBUBHuxl,funni,2,1,1,8.67199074074074
1Rsz2bT8FXMEeBUBHuxl,late,2,1,1,8.67265046296296
1Rsz2bT8FXMEeBUBHuxl,took,2,1,1,8.67378472222222
1Rsz2bT8FXMEeBUBHuxl,near,2,1,1,8.67107638888889
1Rsz2bT8FXMEeBUBHuxl,nervous,2,1,1,13.4155555555556
1Rsz2bT8FXMEeBUBHuxl,want,2,1,1,8.67289351851852
1Rsz2bT8FXMEeBUBHuxl,meant,2,1,1,8.67369212962963
1Rsz2bT8FXMEeBUBHuxl,earli,2,1,1,8.67467592592593
1Rsz2bT8FXMEeBUBHuxl,interest,2,1,1,8.6752662037037
1Rsz2bT8FXMEeBUBHuxl,m,2,1,1,8.67460648148148
1Rsz2bT8FXMEeBUBHuxl,worri,2,1,1,9.37649305555555
1Rsz2bT8FXMEeBUBHuxl,d,2,1,1,8.67502314814815
1Rsz2bT8FXMEeBUBHuxl,love,2,1,1,1.16024305555556
1Rsz2bT8FXMEeBUBHuxl,doesn,2,1,1,8.67521990740741
1Rsz2bT8FXMEeBUBHuxl,troubl,2,1,1,8.67541666666667
1Rsz2bT8FXMEeBUBHuxl,night,2,1,1,8.67697916666667
1Rsz2bT8FXMEeBUBHuxl,giggl,2,1,1,8.67738425925926
1Rsz2bT8FXMEeBUBHuxl,broken,2,1,1,13.4200462962963
1Rsz2bT8FXMEeBUBHuxl,hope,2,1,1,1.16255787037037
1Rsz2bT8FXMEeBUBHuxl,caus,2,1,1,74.6400578703704
1Rsz2bT8FXMEeBUBHuxl,hard,2,1,1,9.37917824074074
1Rsz2bT8FXMEeBUBHuxl,stroke,2,1,1,9.36466435185185
1Rsz2bT8FXMEeBUBHuxl,sigh,2,1,1,9.37938657407407
1Rsz2bT8FXMEeBUBHuxl,futur,2,1,1,1.16336805555556
1Rsz2bT8FXMEeBUBHuxl,becom,2,1,1,13.4728819444444
1Rsz2bT8FXMEeBUBHuxl,earlier,2,1,1,9.34444444444444
1Rsz2bT8FXMEeBUBHuxl,sinc,2,1,1,1.164375
1Rsz2bT8FXMEeBUBHuxl,alreadi,2,1,1,9.38027777777778
1Rsz2bT8FXMEeBUBHuxl,leg,2,1,1,8.67903935185185
1Rsz2bT8FXMEeBUBHuxl,agre,2,1,1,9.34481481481481
1Rsz2bT8FXMEeBUBHuxl,feed,2,1,1,1.16511574074074
1Rsz2bT8FXMEeBUBHuxl,except,2,1,1,1.1659837962963
1Rsz2bT8FXMEeBUBHuxl,member,2,1,1,8.68273148148148
1Rsz2bT8FXMEeBUBHuxl,myself,2,1,1,8.68291666666667
1Rsz2bT8FXMEeBUBHuxl,happi,2,1,1,74.7041666666667
1Rsz2bT8FXMEeBUBHuxl,disappoint,2,1,1,8.68275462962963
1Rsz2bT8FXMEeBUBHuxl,cross,2,1,1,9.40322916666667
1Rsz2bT8FXMEeBUBHuxl,spend,2,1,1,9.38663194444444
1Rsz2bT8FXMEeBUBHuxl,firmli,2,1,1,8.68516203703704
